InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,CustomerName,Email,Address,PhoneNumber,Category,Supplier,StockLevel,Discount,SaleChannel,ReturnStatus,ProductWeight,ProductDimensions,ShippingCost,SalesRegion,PromotionCode,PaymentMethod
536398.0,22754,COFFEE MUG APPLES DESIGN,6,12/1/2010 9:28,1.95,17304,Denmark,Grace Miller,grace.miller@mail.com,883 Elm St,555-769-5524,Automotive,Supplier A,500,0.32,In-Store,Returned,8.05,74x96x98 cm,12.45,Asia,,Credit Card
536405.0,84907A,PACK OF 12 PINK POLKADOT TISSUES,20,12/1/2010 9:35,0.85,17331,Denmark,Bob Williams,bob.williams@test.org,883 Elm St,555-531-9896,Home & Garden,Supplier B,15,14.35,Online,Not Returned,2.89,63x28x60 cm,19.88,Europe,PROMO10,Bank Transfer
536723.0,21724,  RED HARMONICA IN BOX  ,10,12/1/2010 14:53,1.25,10082,Denmark,Eva Miller,eva.miller@example.com,450 Ash St,555-172-3343,Beauty,Supplier A,623,30.85,Online,Returned,1.86,79x94x37 cm,17.77,Australia,,Credit Card
536367.0,22623,  BOX OF VINTAGE JIGSAW BLOCKS  ,-3,12/1/2010 8:34,4.95,11920,Denmark,Jane Wilson,jane.wilson@example.com,594 Market St,555-930-7016,Electronics,Supplier C,669,49.06,Online,Not Returned,7.53,93x22x68 cm,8.13,North America,PROMO20,Credit Card
536621.0,22634,BAKING SET 9 PIECE RETROSPOT,6,12/1/2010 13:11,4.95,17817,Denmark,Alice Brown,alice.brown@mail.com,256 Oak St,555-121-5569,Electronics,Supplier E,289,31.59,Online,Not Returned,8.09,20x96x68 cm,18.96,Asia,SALE15,Gift Card
536563.0,21723,InvalidDescription123,-20,12/1/2010 12:13,2.95,12093,Denmark,Henry Brown,henry.brown@test.org,709 Pine St,555-861-8715,Home & Garden,Supplier B,478,12.99,In-Store,Returned,9.91,91x64x17 cm,6.75,Asia,SALE15,Bank Transfer
536697.0,22634,BAKING SET 9 PIECE RETROSPOT,6,12/1/2010 14:27,4.95,17071,Denmark,David Jones,david.jones@test.org,921 Cedar St,555-904-3983,Home & Garden,Supplier A,231,31.7,Online,Not Returned,4.18,12x22x17 cm,17.26,North America,PROMO20,Cash
536523.0,21724,RED HARMONICA IN BOX,10,12/1/2010 11:33,1.25,17967,RED HARMONICA IN BOX,David Wilson,david.wilson@example.com,547 Main St,555-456-2290,Automotive,Supplier C,923,27.0,Online,Not Returned,3.78,10x65x22 cm,10.71,Australia,DISCOUNT5,Bank Transfer
536665.0,71053,WHITE METAL LANTERN,6,12/1/2010 13:55,3.39,18367,Denmark,Eva Miller,eva.miller@example.com,256 Oak St,555-283-7638,Automotive,Supplier C,420,38.99,Online,Not Returned,7.79,90x82x50 cm,18.17,South America,DISCOUNT5,Gift Card
536542.0,21754,HOME BUILDING BLOCK WORD,3,12/1/2010 11:52,5.95,15285,Denmark,Charlie Davis,charlie.davis@mail.com,709 Pine St,555-140-8184,Home & Garden,Supplier A,157,5.35,Online,Not Returned,3.47,14x64x47 cm,18.02,North America,SALE15,Credit Card
,21756,DOORMAT NEW ENGLAND,10,12/1/2010 14:15,7.95,14937,Denmark,Alice Jones,alice.jones@mail.com,390 Broadway,555-955-2007,Toys,Supplier E,550,38.05,Online,Returned,9.31,29x76x36 cm,17.09,Australia,SALE15,Gift Card
536652.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,01-12-2010 13:42,2.55,10369,England,Bob Johnson,bob.johnson@test.org,815 Maple St,555-246-4124,Automotive,Supplier A,441,27.06,Online,Returned,8.6,99x52x76 cm,16.85,North America,PROMO10,PayPal
536729.0,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,12/1/2010 14:59,3.39,11818,united kingdom,Charlie Miller,charlie.miller@demo.net,883 Elm St,555-806-3896,Books,Supplier B,97,48.15,Online,Not Returned,4.35,7x29x11 cm,9.57,North America,DISCOUNT5,PayPal
536725.0,85123A,"{""description"": ""WHITE HANGING HEART T-LIGHT HOLDER""}",6,12/01/2010 14:55,2.55,12101,Denmark,Grace Davis,grace.davis@test.org,921 Cedar St,555-219-7353,Automotive,Supplier A,997,17.09,In-Store,Returned,7.53,33x6x79 cm,6.21,Europe,PROMO20,Cash
536458.0,22139,RETROSPOT TEA SET CERAMIC 11 PC,6,12/1/2010 10:28,6.95,13490,Denmark,Alice Williams,alice.williams@example.com,883 Elm St,555-395-8679,Electronics,Supplier C,411,31.63,In-Store,Not Returned,7.57,32x51x75 cm,11.04,Australia,DISCOUNT5,Gift Card
536635.0,22745,POPPY'S PLAYHOUSE BEDROOM,6,12/1/2010 13:25,2.1,11779,Denmark,Eva Davis,eva.davis@test.org,921 Cedar St,555-458-5435,Automotive,Supplier A,951,46.6,In-Store,Not Returned,1.12,58x87x26 cm,7.6,South America,PROMO10,Cash
536401.0,22386,,10,12/1/2010 9:31,1.95,17674,England,Alice Miller,alice.miller@demo.net,450 Ash St,555-496-9684,Toys,Supplier E,289,5.13,In-Store,Not Returned,9.04,98x46x98 cm,15.42,Europe,SALE15,Cash
536719.0,22139,RETROSPOT TEA SET CERAMIC 11 PC,6,12/1/2010 14:49,6.95,11364,Denmark,John Johnson,john.johnson@mail.com,594 Market St,555-908-8867,Home & Garden,Supplier D,254,46.86,Online,Not Returned,5.1,29x4x81 cm,10.19,North America,SALE15,PayPal
536400.0,21755,LOVE BUILDING BLOCK WORD,3,12/1/2010 9:30,5.95,17294,Denmark,Grace Taylor,grace.taylor@demo.net,921 Cedar St,555-896-7262,Electronics,Supplier A,196,34.39,In-Store,Not Returned,8.28,99x13x39 cm,19.63,North America,PROMO10,Cash
536622.0,22111,SCANDINAVIAN REDS RIBBONS,10,12/1/2010 13:12,1.65,13676,SCANDINAVIAN REDS RIBBONS,Jane Miller,jane.miller@demo.net,883 Elm St,555-921-1454,Automotive,Supplier E,598,3.39,In-Store,Returned,3.27,15x29x29 cm,14.61,North America,PROMO20,PayPal
536454.0,22632,***HAND WARMER RED POLKA DOT***,6,12/1/2010 10:24,1.85,12426,Denmark,Bob Williams,bob.williams@demo.net,450 Ash St,555-483-6757,Toys,Supplier E,834,15.05,Online,Not Returned,8.97,75x32x2 cm,17.34,Australia,SALE15,Credit Card
536551.0,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/1/2010 12:01,2.95,18264,Denmark,John Moore,john.moore@mail.com,921 Cedar St,555-728-9041,Books,Supplier C,522,35.41,Online,Returned,3.95,47x78x84 cm,6.99,Australia,,Gift Card
536742.0,21754,HOME BUILDING BLOCK WORD,3,12/1/2010 15:12,5.95,18089,Denmark,Charlie Williams,charlie.williams@demo.net,390 Broadway,555-212-6797,Automotive,Supplier E,517,3.37,In-Store,Returned,0.21,22x75x27 cm,17.93,Europe,SALE15,Cash
536638.0,22310,IVORY KNITTED MUG COSY,6,12/1/2010 13:28,1.65,12962,Denmark,Charlie Wilson,charlie.wilson@demo.net,594 Market St,555-357-9780,Toys,Supplier E,635,29.11,In-Store,Not Returned,9.06,67x81x56 cm,18.84,South America,,PayPal
536617.0,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/1/2010 13:07,1.65,10859,Denmark,Bob Moore,bob.moore@demo.net,921 Cedar St,555-256-2098,Books,Supplier E,842,17.29,Online,Not Returned,1.0,92x93x21 cm,12.31,Europe,PROMO10,Bank Transfer
536466.0,84406B,CREAM CUPID HEARTS COAT HANGER,8,12/1/2010 10:36,2.75,14138,Denmark,Henry Williams,henry.williams@example.com,450 Ash St,555-357-9780,Home & Garden,Supplier E,865,31.05,In-Store,Not Returned,3.26,47x80x59 cm,14.09,Asia,PROMO10,Cash
536591.0,22632,  HAND WARMER RED POLKA DOT  ,6,12/1/2010 12:41,1.85,12424,Denmark,Charlie Johnson,charlie.johnson@demo.net,256 Oak St,555-880-8287,Automotive,Supplier B,118,2.29,Online,Not Returned,9.51,84x6x19 cm,16.47,North America,SALE15,Credit Card
,22570,***RED GLASS CANDLE HOLDER STAR***,6,01/12/2010 25:61,295.0,19256,Denmark,Alice Davis,alice.davis@mail.com,253 High St,555-285-5732,Books,Supplier B,806,43.58,Online,Not Returned,9.51,57x69x3 cm,7.62,North America,DISCOUNT5,Credit Card
536456.0,21731,  RED TOADSTOOL LED NIGHT LIGHT  ,12,12/1/2010 10:26,1.65,14017,Denmark,Henry Moore,henry.moore@demo.net,709 Pine St,555-616-2796,Electronics,Supplier C,909,48.67,Online,Returned,5.78,1x58x38 cm,12.54,North America,,Bank Transfer
536502.0,71053,"[""description"": ""WHITE METAL LANTERN""]",6,12/1/2010 11:12,3.39,18560,Denmark,Charlie Taylor,charlie.taylor@demo.net,253 High St,555-906-8486,Home & Garden,Supplier A,159,48.44,Online,Not Returned,6.36,15x34x61 cm,10.98,Europe,PROMO20,PayPal
536375.0,22960,"[""description"": ""JAM MAKING SET WITH JARS: details""]",6,30/02/2010 00:00,4.25,18342,Denmark,Alice Brown,alice.brown@mail.com,253 High St,555-663-6690,Electronics,Supplier E,815,37.48,In-Store,Not Returned,4.54,35x64x25 cm,7.2,Europe,SALE15,Cash
536442.0,22139,RETROSPOT TEA SET CERAMIC 11 PC,60,12/1/2010 10:12,695.0,11134,Denmark,Alice Jones,alice.jones@demo.net,547 Main St,555-137-6370,Sports,Supplier A,228,6.5,Online,Returned,3.0,24x12x18 cm,10.51,North America,PROMO20,PayPal
536386.0,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,12/1/2010 9:16,3.75,15166,U.K.,Jane Williams,jane.williams@mail.com,390 Broadway,555-451-5612,Clothing,Supplier A,877,37.91,Online,Returned,3.35,15x80x27 cm,6.02,Europe,SALE15,Credit Card
536403.0,84907B,"{""description"": [""PACK OF 12 RED RETROSPOT TISSUES: details""]}",200,Date: 12/1/2010 9:33,85.0,15119,Denmark,David Taylor,david.taylor@demo.net,256 Oak St,555-895-5036,Automotive,Supplier C,216,1.23,In-Store,Not Returned,6.76,72x60x46 cm,5.39,Australia,DISCOUNT5,PayPal
536470.0,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,12/1/2010 10:40,4.25,15694,Denmark,John Miller,john.miller@mail.com,815 Maple St,555-246-4124,Books,Supplier E,948,1.11,Online,Returned,7.55,89x17x93 cm,7.03,Australia,DISCOUNT5,Credit Card
536556.0,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/1/2010 12:06,1.65,16136,Denmark,David Miller,david.miller@demo.net,921 Cedar St,555-183-9442,Clothing,Supplier E,696,16.18,In-Store,Not Returned,7.94,53x8x79 cm,19.45,Europe,DISCOUNT5,PayPal
536369.0,21756,DOORMAT NEW ENGLAND,6,30/02/2010 00:00,7.95,15485,Denmark,Bob Davis,bob.davis@demo.net,709 Pine St,555-623-6390,Clothing,Supplier D,15,24.43,In-Store,Returned,7.92,27x46x50 cm,13.24,North America,DISCOUNT5,Bank Transfer
536630.0,22752,set 7 babushka nesting boxes,2,12/1/2010 13:20,7.65,14164,Denmark,Charlie Brown,charlie.brown@example.com,594 Market St,555-456-2290,Books,Supplier A,157,38.52,In-Store,Returned,1.0,71x3x93 cm,19.49,Europe,PROMO10,Gift Card
536406.0,22751,SET OF 7 BABUSHKA NESTING BOXES,10,12/1/2010 9:36,7.65,12346,Denmark,Jane Taylor,jane.taylor@example.com,256 Oak St,555-387-5873,Home & Garden,Supplier A,648,34.16,Online,Not Returned,4.99,64x44x53 cm,11.49,Europe,PROMO10,Bank Transfer
536443.0,22112,CHOCOLATE HOT WATER BOTTLE,10,12/1/2010 10:13,3.39,15039,Denmark,Eva Brown,eva.brown@demo.net,883 Elm St,555-400-9920,Automotive,Supplier B,261,22.3,In-Store,Returned,0.67,24x60x3 cm,9.68,Europe,,Bank Transfer
536660.0,22634,BAKING SET 9 PIECE RETROSPOT,6,12/1/2010 13:50,4.95,14897,Denmark,John Wilson,john.wilson@demo.net,815 Maple St,555-139-7183,Sports,Supplier D,157,13.68,In-Store,Returned,5.54,20x46x15 cm,12.59,Asia,PROMO20,Gift Card
536529.0,84029E,RED  WOOLLY  HOTTIE  WHITE  HEART.,6,12/1/2010 11:39,3.39,18252,Denmark,Jane Davis,jane.davis@test.org,547 Main St,555-874-3198,Electronics,Supplier B,47,49.86,Online,Returned,4.47,25x94x78 cm,11.59,Australia,SALE15,Gift Card
536663.0,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/1/2010 13:53,2.95,15041,Denmark,Jane Jones,jane.jones@mail.com,547 Main St,555-308-3573,Toys,Supplier B,324,21.31,In-Store,Returned,8.89,71x17x84 cm,6.58,South America,SALE15,Cash
536427.0,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,12/1/2010 9:57,9.95,13901,U.K.,Frank Davis,frank.davis@test.org,256 Oak St,555-636-7609,Electronics,Supplier B,844,22.57,In-Store,Returned,3.57,9x38x48 cm,14.61,South America,PROMO10,Cash
536728.0,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12/1/2010 14:58,3.39,11337,Denmark,Grace Miller,grace.miller@example.com,450 Ash St,555-356-1933,Toys,Supplier C,685,8.18,In-Store,Returned,1.26,60x63x86 cm,8.24,Asia,SALE15,Bank Transfer
536370.0,21724,RED  HARMONICA IN BOX,10,01/12/2010 25:61,1.25,11184,Denmark,Jane Brown,jane.brown@example.com,253 High St,555-197-5150,Electronics,Supplier C,130,39.74,In-Store,Not Returned,1.52,2x88x72 cm,14.29,Europe,PROMO10,Bank Transfer
536713.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,Date: 12/1/2010 14:43,2.55,14426,Denmark,Henry Johnson,henry.johnson@example.com,883 Elm St,555-803-1686,Books,Supplier B,411,34.68,In-Store,Not Returned,7.64,11x64x77 cm,14.75,Asia,,Credit Card
536585.0,21756,DOORMAT NEW ENGLAND,10,12/1/2010 12:35,7.95,11551,Denmark,Henry Wilson,henry.wilson@example.com,547 Main St,555-623-9073,Sports,Supplier D,95,11.04,Online,Returned,6.22,81x72x21 cm,7.28,Asia,PROMO20,Credit Card
536526.0,71053,WHITE METAL LANTERN,6,12/1/2010 11:36,3.39,11629,Denmark,Eva Davis,eva.davis@demo.net,709 Pine St,555-384-5811,Automotive,Supplier A,627,4.12,In-Store,Not Returned,1.1,18x94x64 cm,5.92,North America,,Cash
536409.0,22384,PACK OF 6 SMALL FRUIT STRAWS,15,12/1/2010 9:39,1.25,19519,Denmark,Bob Johnson,bob.johnson@example.com,547 Main St,555-323-2435,Toys,Supplier D,755,34.02,In-Store,Not Returned,0.93,82x95x38 cm,16.71,Australia,DISCOUNT5,Cash
536672.0,22632,HAND WARMER RED POLKA DOT,6,12/1/2010 14:02,1.85,11526,Denmark,Grace Miller,grace.miller@demo.net,594 Market St,555-915-2177,Automotive,Supplier E,932,32.73,Online,Not Returned,7.04,32x11x45 cm,11.9,South America,DISCOUNT5,Credit Card
536529.0,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,12/1/2010 11:39,3.39,19865,Denmark,Eva Williams,eva.williams@demo.net,921 Cedar St,555-688-4230,Automotive,Supplier C,292,13.66,Online,Returned,0.82,89x33x41 cm,5.87,Europe,DISCOUNT5,Credit Card
536396.0,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,12/1/2010 9:26,4.95,11361,Denmark,Grace Davis,grace.davis@example.com,547 Main St,555-443-9189,Automotive,Supplier A,794,47.54,Online,Not Returned,8.24,8x11x86 cm,19.92,South America,,PayPal
536368.0,21777,RECIPE BOX WITH METAL HEART,4,12/1/2010 8:35,795.0,19765,Denmark,David Smith,david.smith@example.com,594 Market St,555-218-5491,Beauty,Supplier A,811,7.55,In-Store,Returned,7.09,51x88x41 cm,5.87,South America,SALE15,PayPal
536472.0,22632,HAND WARMER RED POLKA DOT,6,12/1/2010 10:42,1.85,14370,Denmark,Alice Brown,alice.brown@mail.com,256 Oak St,555-412-6954,Home & Garden,Supplier E,283,21.62,Online,Not Returned,0.91,17x76x46 cm,15.43,Australia,PROMO20,Credit Card
